epoch,accuracy,loss,val_accuracy,val_loss
0,0.3501890003681183,1.5677545070648193,0.232405886054039,2.295854330062866
1,0.4410052001476288,1.388346552848816,0.3318330645561218,1.5947606563568115
2,0.49157217144966125,1.2779017686843872,0.4954991936683655,1.287824273109436
3,0.5239554643630981,1.2148537635803223,0.4226677715778351,1.514856219291687
4,0.5452038049697876,1.1713683605194092,0.5102291107177734,1.2594196796417236
5,0.5587905049324036,1.1370378732681274,0.4705401062965393,1.4418352842330933
6,0.5773828029632568,1.098293662071228,0.5658755898475647,1.1020941734313965
7,0.5905608534812927,1.0648750066757202,0.5261865854263306,1.1916332244873047
8,0.5988354086875916,1.0494893789291382,0.4942716956138611,1.3667714595794678
9,0.5978138446807861,1.0327873229980469,0.3158756196498871,3.292128562927246
10,0.6106854677200317,1.0108904838562012,0.46440261602401733,1.612141489982605
11,0.6186535954475403,0.9940723180770874,0.4729951024055481,1.746490716934204
12,0.6181427836418152,0.9850701093673706,0.46522095799446106,1.6406630277633667
13,0.6334661245346069,0.9661818742752075,0.5773322582244873,1.1429754495620728
14,0.6304014921188354,0.9532702565193176,0.628068745136261,0.9617865085601807
15,0.6421493291854858,0.9402539134025574,0.5818330645561218,1.1665542125701904
16,0.6425579786300659,0.9277870655059814,0.38788869976997375,2.6668150424957275
17,0.6518540978431702,0.9182363152503967,0.41939443349838257,2.0943009853363037
18,0.6456226110458374,0.9277665019035339,0.5977904796600342,1.0594210624694824
19,0.6571661829948425,0.9021719694137573,0.4087561368942261,1.8648518323898315
20,0.662886917591095,0.8946195244789124,0.634206235408783,1.013484239578247
21,0.6669731140136719,0.8699343204498291,0.48199671506881714,1.4268653392791748
22,0.6644192337989807,0.8713195323944092,0.5752863883972168,1.1812036037445068
