epoch,accuracy,loss,val_accuracy,val_loss
0,0.4803350567817688,1.7018043994903564,0.4979541599750519,1.303019404411316
1,0.517008900642395,1.3477914333343506,0.5180032849311829,1.2066749334335327
2,0.5293697118759155,1.2402853965759277,0.5196399092674255,1.1888036727905273
3,0.5300847887992859,1.1898746490478516,0.5306873917579651,1.1504642963409424
4,0.541730523109436,1.1584707498550415,0.5290507078170776,1.156823754310608
5,0.5546020865440369,1.1354767084121704,0.5388706922531128,1.1407744884490967
6,0.5513331294059753,1.1338889598846436,0.5392798781394958,1.141489028930664
7,0.5637961030006409,1.112852931022644,0.536415696144104,1.1400350332260132
8,0.5658392310142517,1.0959469079971313,0.5409165024757385,1.131372094154358
9,0.5676780343055725,1.0890076160430908,0.5495089888572693,1.11800217628479
10,0.5747267603874207,1.077623724937439,0.5536006689071655,1.1048458814620972
11,0.575339674949646,1.0831862688064575,0.548690676689148,1.1097283363342285
12,0.5750331878662109,1.0763182640075684,0.5560556650161743,1.1049861907958984
13,0.580038845539093,1.0635162591934204,0.5634205937385559,1.0921803712844849
14,0.5839207172393799,1.0609166622161865,0.5572831630706787,1.1183761358261108
15,0.5898457169532776,1.0551671981811523,0.5568739771842957,1.1221224069595337
16,0.5851466059684753,1.0442453622817993,0.5662847757339478,1.0804978609085083
17,0.5832056403160095,1.0397483110427856,0.5658755898475647,1.0985569953918457
18,0.59556645154953,1.03511643409729,0.5675122737884521,1.1010726690292358
19,0.5925017595291138,1.0341384410858154,0.5728314518928528,1.0827237367630005
