epoch,accuracy,loss,val_accuracy,val_loss
0,0.3096701502799988,1.6357290744781494,0.1947626769542694,3.874624013900757
1,0.3820938467979431,1.5000489950180054,0.23690670728683472,2.7598795890808105
2,0.42532268166542053,1.4294055700302124,0.3134206235408783,1.745371699333191
3,0.457385778427124,1.3592851161956787,0.2536824941635132,3.252636671066284
4,0.4926244616508484,1.299383282661438,0.26104745268821716,3.7542083263397217
5,0.5067608952522278,1.2534486055374146,0.33510637283325195,2.2188961505889893
6,0.5285801887512207,1.2114577293395996,0.3989361822605133,1.6795852184295654
7,0.5304241180419922,1.1978659629821777,0.34001636505126953,2.1241114139556885
8,0.5514239072799683,1.1530492305755615,0.47831425070762634,1.5578173398971558
9,0.5617701411247253,1.1351733207702637,0.35638296604156494,2.3127191066741943
10,0.5724236965179443,1.098144292831421,0.45499181747436523,1.6963058710098267
11,0.5811309218406677,1.0889158248901367,0.43044188618659973,1.8170952796936035
12,0.5871747732162476,1.0614396333694458,0.4316693842411041,1.8532261848449707
13,0.5993648767471313,1.03978431224823,0.4038461446762085,1.8093687295913696
14,0.606228232383728,1.022916555404663,0.393207848072052,2.31646728515625
15,0.6136037707328796,1.005285620689392,0.32201308012008667,2.833606004714966
16,0.622823178768158,0.9913318753242493,0.35147300362586975,2.940035343170166
17,0.6271255612373352,0.9800950288772583,0.4779050648212433,1.479085087776184
18,0.6251792907714844,0.9644538164138794,0.5834697484970093,1.1290204524993896
19,0.6338865160942078,0.9522618651390076,0.5650572776794434,1.1695491075515747
20,0.6459741592407227,0.9265004992485046,0.4275777339935303,1.843069314956665
21,0.6467936635017395,0.9249195456504822,0.6117021441459656,1.0162160396575928
22,0.6572423577308655,0.905902087688446,0.38093289732933044,2.4476988315582275
23,0.6613398790359497,0.8901966214179993,0.5085924863815308,1.4803286790847778
