epoch,accuracy,loss,val_accuracy,val_loss
0,0.33947962522506714,1.5810394287109375,0.1677577793598175,3.648786783218384
1,0.4297275245189667,1.4252933263778687,0.414484441280365,1.4078075885772705
2,0.47193199396133423,1.3315832614898682,0.30237317085266113,2.19079327583313
3,0.5111657381057739,1.2513076066970825,0.4271685779094696,1.4586973190307617
4,0.5279656052589417,1.206092357635498,0.44189852476119995,1.5090545415878296
5,0.5398483872413635,1.166853666305542,0.4259410798549652,1.509841799736023
6,0.5558287501335144,1.1441982984542847,0.4742226004600525,1.3473169803619385
7,0.5678139925003052,1.0996496677398682,0.5421440005302429,1.173512578010559
8,0.5785699486732483,1.078730583190918,0.5523731708526611,1.1436749696731567
9,0.5821552872657776,1.060653805732727,0.45499181747436523,1.3961933851242065
10,0.5880966782569885,1.0408216714859009,0.5380523800849915,1.2683569192886353
11,0.6020282506942749,1.0222187042236328,0.5887888669967651,1.0770971775054932
12,0.6169842481613159,1.0027281045913696,0.5253682732582092,1.2991714477539062
13,0.6198524832725525,0.9925447106361389,0.4590834677219391,1.7877496480941772
14,0.6224134564399719,0.9736083149909973,0.44189852476119995,2.191784381866455
15,0.6261011958122253,0.9656421542167664,0.5441898703575134,1.3421403169631958
16,0.6268182992935181,0.9591429233551025,0.5040916800498962,1.5206217765808105
17,0.6342962384223938,0.9497454166412354,0.5139116048812866,1.430618405342102
18,0.6426961421966553,0.9292306303977966,0.5175940990447998,1.5066699981689453
19,0.6435156464576721,0.9193816781044006,0.6317512392997742,0.9867480993270874
20,0.6455644369125366,0.910877525806427,0.5556464791297913,1.260451316833496
21,0.6427986025810242,0.9201076626777649,0.5630114674568176,1.2263638973236084
22,0.6503790020942688,0.8977470397949219,0.6403437256813049,0.9368366003036499
23,0.6525301933288574,0.8966727256774902,0.47013092041015625,2.0311594009399414
24,0.6655398607254028,0.8804265856742859,0.5531914830207825,1.1857852935791016
25,0.6611350178718567,0.8681127429008484,0.509001612663269,1.4166250228881836
26,0.6637983918190002,0.8778596520423889,0.5654664635658264,1.2172503471374512
27,0.6708666086196899,0.8618218898773193,0.6563011407852173,0.9243292212486267
28,0.6659495830535889,0.863752543926239,0.6133387684822083,0.9947929382324219
29,0.6746568083763123,0.8428029417991638,0.5973813533782959,1.0635261535644531
30,0.67486172914505,0.8495633602142334,0.5932896733283997,1.0861351490020752
31,0.6823396682739258,0.8305543065071106,0.5826513767242432,1.0529147386550903
32,0.6761934161186218,0.8453673124313354,0.6702127456665039,0.8705369234085083
33,0.6870518326759338,0.8163898587226868,0.6166121363639832,1.0320392847061157
34,0.6847981810569763,0.823401927947998,0.670621931552887,0.8786473274230957
35,0.6915591359138489,0.8123661279678345,0.5936988592147827,1.1412326097488403
36,0.6873591542243958,0.8116782307624817,0.585515558719635,1.3700478076934814
37,0.6901249885559082,0.8208819627761841,0.570376455783844,1.2961605787277222
38,0.6946322321891785,0.8035106658935547,0.435761034488678,2.494455099105835
39,0.6943249106407166,0.7993525862693787,0.5896071791648865,1.2687489986419678
40,0.6919688582420349,0.804187536239624,0.5572831630706787,1.4260770082473755
