epoch,accuracy,loss,val_accuracy,val_loss
1,0.337113082408905,1.5974775552749634,0.2021276652812957,1.9803768396377563
2,0.4926958978176117,1.2711020708084106,0.1792144030332565,2.0520734786987305
3,0.5489835739135742,1.1414165496826172,0.1673486083745956,2.1069552898406982
4,0.5860660076141357,1.0697824954986572,0.3547463119029999,1.528684377670288
5,0.6145673990249634,1.0015090703964231,0.3457446694374084,1.541058897972107
6,0.6343855261802673,0.9434692859649658,0.3522913157939911,1.636440992355347
7,0.6504239439964294,0.91510671377182,0.2815057337284088,1.91585373878479
8,0.678516685962677,0.8425186276435852,0.4116202890872955,1.509788155555725
9,0.6911839842796326,0.805448055267334,0.5355973839759827,1.2243914604187012
10,0.7066094875335693,0.784233033657074,0.4018003344535827,1.8988090753555296
11,0.7099806070327759,0.7681013941764832,0.2250409126281738,2.2855498790740967
12,0.721319854259491,0.7358904480934143,0.4153027832508087,1.6596050262451172
13,0.7303095459938049,0.7021216750144958,0.5879705548286438,1.084674596786499
14,0.7399121522903442,0.6864686608314514,0.6227495670318604,1.0519905090332031
15,0.7449177503585815,0.6770816445350647,0.3379705548286438,2.426441431045532
16,0.7546225190162659,0.6567312479019165,0.5908346772193909,1.1381779909133911
17,0.7530902028083801,0.6469367146492004,0.3072831332683563,2.415156126022339
18,0.7621820569038391,0.6353613138198853,0.6988543272018433,0.8433108925819397
19,0.7688221335411072,0.6148541569709778,0.5814238786697388,1.2264657020568848
20,0.7652466893196106,0.6189901828765869,0.5761047601699829,1.2914323806762695
21,0.7701501846313477,0.6032674908638,0.6546644568443298,0.96565580368042
22,0.77525794506073,0.594900369644165,0.7144026160240173,0.7935147285461426
23,0.7771989107131958,0.5874387621879578,0.7058101296424866,0.8408352732658386
24,0.7759730219841003,0.5852515697479248,0.6718494296073914,0.9446656107902528
25,0.7756665349006653,0.59626704454422,0.6833060383796692,0.8815909028053284
26,0.786392867565155,0.5694449543952942,0.7205401062965393,0.7684425115585327
27,0.786392867565155,0.5685954689979553,0.7160392999649048,0.7835018634796143
28,0.7873122692108154,0.5727723240852356,0.7254500985145569,0.77125084400177
29,0.7802635431289673,0.5791298747062683,0.7205401062965393,0.7739743590354919
30,0.7881295084953308,0.5691673755645752,0.7270867228507996,0.760471522808075
