epoch,accuracy,loss,val_accuracy,val_loss
0,0.30932679772377014,1.6553115844726562,0.41366612911224365,1.490103006362915
1,0.3992236256599426,1.4574296474456787,0.47258591651916504,1.3438951969146729
2,0.433752179145813,1.38948655128479,0.4811784029006958,1.2890160083770752
3,0.439268559217453,1.355581283569336,0.47954174876213074,1.2847681045532227
4,0.4551026523113251,1.3367278575897217,0.4963175058364868,1.2643626928329468
5,0.4621514081954956,1.3207329511642456,0.5012274980545044,1.2436637878417969
6,0.46593114733695984,1.3089195489883423,0.5130932927131653,1.2705157995224
7,0.47655531764030457,1.290132999420166,0.5065466165542603,1.2403972148895264
8,0.47604453563690186,1.2813291549682617,0.5073649883270264,1.2263036966323853
9,0.48615792393684387,1.2663432359695435,0.5155482888221741,1.2168554067611694
10,0.48431912064552307,1.2775976657867432,0.5114566087722778,1.2178560495376587
11,0.4917764961719513,1.2437171936035156,0.521276593208313,1.2049716711044312
12,0.49657779932022095,1.248143196105957,0.5241407752037048,1.1956489086151123
13,0.49698641896247864,1.2451510429382324,0.5270048975944519,1.1841886043548584
14,0.5041372776031494,1.235896110534668,0.5188215970993042,1.18775475025177
15,0.5050566792488098,1.2330223321914673,0.5126841068267822,1.2191972732543945
16,0.5070998072624207,1.2325843572616577,0.527414083480835,1.1935882568359375
17,0.5085299611091614,1.225085735321045,0.5143207907676697,1.2133879661560059
18,0.512309730052948,1.2128140926361084,0.5396890640258789,1.1885877847671509
19,0.5047502517700195,1.2272082567214966,0.5384615659713745,1.1791694164276123
20,0.5120032429695129,1.2219024896621704,0.5413256883621216,1.1806002855300903
21,0.5083256959915161,1.2123994827270508,0.5319148898124695,1.1778203248977661
22,0.5114924907684326,1.214607834815979,0.5392798781394958,1.174525499343872
23,0.5117989778518677,1.2120566368103027,0.5196399092674255,1.1812021732330322
24,0.5163959264755249,1.2000129222869873,0.5331423878669739,1.173697829246521
