epoch,accuracy,loss,val_accuracy,val_loss
0,0.2491292804479599,1.7681387662887573,0.2725040912628174,1.754552960395813
1,0.27309978008270264,1.6933093070983887,0.33960720896720886,1.5780771970748901
2,0.28764596581459045,1.6485309600830078,0.36456629633903503,1.5458568334579468
3,0.31643104553222656,1.6052254438400269,0.33756136894226074,1.5986162424087524
4,0.3419381380081177,1.5675909519195557,0.37970539927482605,1.4997302293777466
5,0.35914772748947144,1.5407819747924805,0.31628477573394775,1.611471176147461
6,0.36437204480171204,1.5191996097564697,0.39607200026512146,1.4418689012527466
7,0.38076213002204895,1.4939167499542236,0.3436988592147827,1.6003828048706055
8,0.38465479016304016,1.4957106113433838,0.3625204563140869,1.483610987663269
9,0.3884449899196625,1.4755734205245972,0.4251227378845215,1.4700242280960083
10,0.39868879318237305,1.461743950843811,0.4189852774143219,1.4464709758758545
11,0.40083998441696167,1.459675908088684,0.3887070417404175,1.5361554622650146
12,0.40217167139053345,1.4384548664093018,0.38297873735427856,1.5595207214355469
13,0.4126203656196594,1.430923342704773,0.24468085169792175,1.9017250537872314
14,0.4107764661312103,1.4268630743026733,0.4586743116378784,1.3573954105377197
15,0.4064740836620331,1.4462289810180664,0.4296235740184784,1.3784828186035156
16,0.412415474653244,1.425081491470337,0.4414893686771393,1.3284010887145996
17,0.4269616901874542,1.4058634042739868,0.4238952398300171,1.3614050149917603
18,0.42388853430747986,1.3957046270370483,0.45458266139030457,1.306107521057129
19,0.435873806476593,1.3828644752502441,0.41366612911224365,1.470900058746338
20,0.4377176761627197,1.3819334506988525,0.4509001672267914,1.331732988357544
21,0.4377176761627197,1.3719788789749146,0.49468085169792175,1.2792317867279053
22,0.44038107991218567,1.3735694885253906,0.4578559696674347,1.3024990558624268
23,0.4428395926952362,1.3622397184371948,0.4672667682170868,1.3227124214172363
24,0.4448883533477783,1.3613628149032593,0.3825695514678955,1.4595260620117188
25,0.4513419270515442,1.3526722192764282,0.4729951024055481,1.3016563653945923
26,0.44919073581695557,1.3484830856323242,0.47463175654411316,1.3063362836837769
27,0.4533906877040863,1.349442958831787,0.48076921701431274,1.2761765718460083
28,0.45267364382743835,1.3495932817459106,0.46767595410346985,1.3039195537567139
29,0.45963943004608154,1.3223387002944946,0.3870703876018524,1.498935341835022
